2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  Training-Free Semantic Routing — PopQA v13          ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  2 PRE × 4 POST = 8 runs (Query Exp. + Caching)      ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:20 [WARNING ] PopQA_v13: The JSON file contains 1273 queries, fewer than the 1500 requested in CONFIG. Proceeding with all available queries.
2026-05-16T20:58:20 [INFO    ] PopQA_v13: Queries loaded for ablation: 1273
2026-05-16T20:58:20 [INFO    ] PopQA_v13: [FAISS] Loading: c:\Users\Utente\Desktop\Progetto_Routing_RAG\db_indexes\popqa_expanded.faiss
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [FAISS] 1527 vectors, dim=384
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [LLM] Loading (logits_all=True, gpu_layers=26)...
2026-05-16T20:58:29 [INFO    ] PopQA_v13: [LLM] Ready.
2026-05-16T20:58:29 [INFO    ] PopQA_v13: Router v13: 2 PRE × 4 POST = 8 total runs
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ║  PopQA Ablation v13:  8 run × 1273 query = 10184 total ║
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   RUN  1/8: Always_Retrieve × Always_FAISS
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   [   1/10184 |  0.0%] [low|pop=     44] What is the religion of Angelo Maria Rivato?
2026-05-17T03:05:51 [INFO    ] PopQA_v13:   [3340/10184 | 32.8%] [med|pop=    742] Who is the author of The Family?
2026-05-17T03:05:54 [INFO    ] PopQA_v13:   [3341/10184 | 32.8%] [hig|pop=   1080] In what country is Buford High School?
2026-05-17T03:06:01 [INFO    ] PopQA_v13:   [3342/10184 | 32.8%] [low|pop=     49] In what country is Lewałd Wielki?
2026-05-17T03:06:06 [INFO    ] PopQA_v13:   [3343/10184 | 32.8%] [hig|pop= 136982] What is the capital of Peru?
2026-05-17T03:06:18 [INFO    ] PopQA_v13:   [3344/10184 | 32.8%] [hig|pop=   2216] Who was the screenwriter for The Fever?
2026-05-17T03:06:23 [INFO    ] PopQA_v13:   [3345/10184 | 32.8%] [med|pop=    141] In what country is Bisse?
2026-05-17T03:06:29 [INFO    ] PopQA_v13:   [3346/10184 | 32.9%] [low|pop=     56] In what country is Bandrakottai?
2026-05-17T03:06:36 [INFO    ] PopQA_v13:   [3347/10184 | 32.9%] [med|pop=    102] Who was the producer of Competition?
2026-05-17T03:06:40 [INFO    ] PopQA_v13:   [3348/10184 | 32.9%] [med|pop=    600] What genre is A Little Bit Stronger?
2026-05-17T03:06:49 [INFO    ] PopQA_v13:   [3349/10184 | 32.9%] [hig|pop=  12770] Who is the author of The Reader?
2026-05-17T03:06:56 [INFO    ] PopQA_v13:   [3350/10184 | 32.9%] [hig|pop=  12237] Who was the producer of 13?
2026-05-17T03:07:00 [INFO    ] PopQA_v13:   [3351/10184 | 32.9%] [hig|pop=   1259] Who is the father of Apama?
2026-05-17T03:07:12 [INFO    ] PopQA_v13:   [3352/10184 | 32.9%] [low|pop=     89] What sport does 2004 Legg Mason Tennis Classic play?
2026-05-17T03:07:19 [INFO    ] PopQA_v13:   [3353/10184 | 32.9%] [low|pop=     46] What sport does Koumiba Djossouvi play?
2026-05-17T03:07:25 [INFO    ] PopQA_v13:   [3354/10184 | 32.9%] [med|pop=    784] Who was the director of Rogues of Sherwood Forest?
2026-05-17T03:07:30 [INFO    ] PopQA_v13:   [3355/10184 | 32.9%] [med|pop=    206] Who is the father of Isaac Bowman?
2026-05-17T03:07:36 [INFO    ] PopQA_v13:   [3356/10184 | 33.0%] [hig|pop=  32512] Who was the producer of Spy?
2026-05-17T03:07:41 [INFO    ] PopQA_v13:   [3357/10184 | 33.0%] [hig|pop=   5283] Who was the producer of Thoda Pyaar Thoda Magic?
2026-05-17T03:07:52 [INFO    ] PopQA_v13:   [3358/10184 | 33.0%] [med|pop=    263] Who was the composer of Paris?
2026-05-17T03:08:02 [INFO    ] PopQA_v13:   [3359/10184 | 33.0%] [hig|pop=  61374] What genre is The Internship?
2026-05-17T03:08:10 [INFO    ] PopQA_v13:   [3360/10184 | 33.0%] [med|pop=    321] Who was the producer of Inspiration?
2026-05-17T03:08:14 [INFO    ] PopQA_v13:   [3361/10184 | 33.0%] [low|pop=     59] Who was the composer of The Moment's Energy?
2026-05-17T03:08:20 [INFO    ] PopQA_v13:   [3362/10184 | 33.0%] [hig|pop=1452516] Who is the father of Brandon Lee?
2026-05-17T03:08:29 [INFO    ] PopQA_v13:   [3363/10184 | 33.0%] [med|pop=    786] Who was the screenwriter for The Train?
2026-05-17T03:08:36 [INFO    ] PopQA_v13:   [3364/10184 | 33.0%] [hig|pop=  20036] Who was the producer of Room at the Top?
2026-05-17T03:08:46 [INFO    ] PopQA_v13:   [3365/10184 | 33.0%] [med|pop=    119] In what country is Springwood High School?
2026-05-17T03:08:52 [INFO    ] PopQA_v13:   [3366/10184 | 33.1%] [med|pop=    208] What is Lillian Lawrence's occupation?
2026-05-17T03:08:56 [INFO    ] PopQA_v13:   [3367/10184 | 33.1%] [med|pop=    273] Who is the author of How It Happened?
2026-05-17T03:09:05 [INFO    ] PopQA_v13:   [3368/10184 | 33.1%] [hig|pop=   2305] Who was the producer of Seed?
2026-05-17T03:09:12 [INFO    ] PopQA_v13:   [3369/10184 | 33.1%] [hig|pop=  13611] Who was the screenwriter for The Kid?
2026-05-17T03:09:19 [INFO    ] PopQA_v13:   [3370/10184 | 33.1%] [low|pop=     85] Who was the director of Thank You, Madame?
2026-05-17T03:09:25 [INFO    ] PopQA_v13:   [3371/10184 | 33.1%] [low|pop=     64] What sport does Frank Allcock play?
2026-05-17T03:09:32 [INFO    ] PopQA_v13:   [3372/10184 | 33.1%] [hig|pop=   3054] Who was the director of Tap?
2026-05-17T03:09:37 [INFO    ] PopQA_v13:   [3373/10184 | 33.1%] [hig|pop=   2125] Who was the screenwriter for Innocent?
2026-05-17T03:09:44 [INFO    ] PopQA_v13:   [3374/10184 | 33.1%] [med|pop=    406] Who was the screenwriter for Os?
2026-05-17T03:09:48 [INFO    ] PopQA_v13:   [3375/10184 | 33.1%] [low|pop=     59] In what country is Égligny?
2026-05-17T03:09:54 [INFO    ] PopQA_v13:   [3376/10184 | 33.2%] [hig|pop= 407891] What is the capital of Bangladesh?
2026-05-17T03:10:05 [INFO    ] PopQA_v13:   [3377/10184 | 33.2%] [low|pop=     60] In what city was Vitaliy Sobko born?
2026-05-17T03:10:09 [INFO    ] PopQA_v13:   [3378/10184 | 33.2%] [low|pop=     84] In what city was John A. Shaud born?
2026-05-17T03:10:14 [INFO    ] PopQA_v13:   [3379/10184 | 33.2%] [med|pop=    198] What is the capital of Poprad District?
2026-05-17T03:10:21 [INFO    ] PopQA_v13:   [3380/10184 | 33.2%] [hig|pop=  17376] Who was the screenwriter for A Teacher?
2026-05-17T03:10:29 [INFO    ] PopQA_v13:   [3381/10184 | 33.2%] [hig|pop=   1635] What genre is Walk Away?
2026-05-17T03:10:35 [INFO    ] PopQA_v13:   [3382/10184 | 33.2%] [low|pop=     34] In what country is Taia River?
2026-05-17T03:10:41 [INFO    ] PopQA_v13:   [3383/10184 | 33.2%] [low|pop=     54] What sport does Harry Clay play?
2026-05-17T03:10:45 [INFO    ] PopQA_v13:   [3384/10184 | 33.2%] [hig|pop=   1572] What genre is Truckfighters?
2026-05-17T03:10:51 [INFO    ] PopQA_v13:   [3385/10184 | 33.2%] [low|pop=     24] What is Peter Murnoy's occupation?
2026-05-17T03:10:58 [INFO    ] PopQA_v13:   [3386/10184 | 33.2%] [low|pop=     66] In what country is Graitschen bei Bürgel?
2026-05-17T03:11:03 [INFO    ] PopQA_v13:   [3387/10184 | 33.3%] [med|pop=    322] Who was the director of Pilot?
2026-05-17T03:11:06 [INFO    ] PopQA_v13:   [3388/10184 | 33.3%] [low|pop=     43] In what city was Liam Carroll born?
2026-05-17T03:11:14 [INFO    ] PopQA_v13:   [3389/10184 | 33.3%] [low|pop=     85] In what city was William Perry Hay born?
2026-05-17T03:11:18 [INFO    ] PopQA_v13:   [3390/10184 | 33.3%] [hig|pop= 237868] What genre is Nineteen Eighty-Four?
2026-05-17T03:11:26 [INFO    ] PopQA_v13:   [3391/10184 | 33.3%] [med|pop=    231] Who was the director of The Trust?
2026-05-17T03:11:31 [INFO    ] PopQA_v13:   [3392/10184 | 33.3%] [low|pop=     87] What is the religion of Guadalupe Missionaries?
2026-05-17T03:11:37 [INFO    ] PopQA_v13:   [3393/10184 | 33.3%] [low|pop=     55] In what city was Amoene van Haersolte born?
2026-05-17T03:11:41 [INFO    ] PopQA_v13:   [3394/10184 | 33.3%] [low|pop=     54] Who was the director of Vanity?
2026-05-17T03:11:48 [INFO    ] PopQA_v13:   [3395/10184 | 33.3%] [med|pop=    159] Who is the author of Capitol?
2026-05-17T03:11:53 [INFO    ] PopQA_v13:   [3396/10184 | 33.3%] [low|pop=     77] In what country is Panaitoliko?
2026-05-17T03:11:58 [INFO    ] PopQA_v13:   [3397/10184 | 33.4%] [med|pop=    269] What is Sylwester Braun's occupation?
2026-05-17T03:12:03 [INFO    ] PopQA_v13:   [3398/10184 | 33.4%] [low|pop=     76] Who was the composer of String Quartet No. 3?
2026-05-17T03:12:18 [INFO    ] PopQA_v13:   [3399/10184 | 33.4%] [med|pop=    335] Who was the director of Frozen?
2026-05-17T03:12:24 [INFO    ] PopQA_v13:   [3400/10184 | 33.4%] [med|pop=    290] Who was the screenwriter for David?
2026-05-17T03:12:28 [INFO    ] PopQA_v13:   [3401/10184 | 33.4%] [hig|pop=   1161] Who was the director of The Visit?
2026-05-17T03:12:34 [INFO    ] PopQA_v13:   [3402/10184 | 33.4%] [hig|pop=   4207] Who was the screenwriter for Max Dugan Returns?
2026-05-17T03:12:41 [INFO    ] PopQA_v13:   [3403/10184 | 33.4%] [med|pop=    592] What sport does Shabab Al-Khaleel play?
2026-05-17T03:12:46 [INFO    ] PopQA_v13:   [3404/10184 | 33.4%] [med|pop=    187] What is the religion of William Peters?
2026-05-17T03:12:51 [INFO    ] PopQA_v13:   [3405/10184 | 33.4%] [hig|pop=   1215] Who was the producer of The Comic?
2026-05-17T03:12:58 [INFO    ] PopQA_v13:   [3406/10184 | 33.4%] [med|pop=    211] What is Nikolsk the capital of?
2026-05-17T03:13:03 [INFO    ] PopQA_v13:   [3407/10184 | 33.5%] [hig|pop=   8481] Who was the director of To Live?
2026-05-17T03:13:10 [INFO    ] PopQA_v13:   [3408/10184 | 33.5%] [med|pop=    223] What sport does 2010 Veikkausliiga play?
2026-05-17T03:13:20 [INFO    ] PopQA_v13:   [3409/10184 | 33.5%] [hig|pop=   1513] What is the capital of Meigs County?
2026-05-17T03:13:27 [INFO    ] PopQA_v13:   [3410/10184 | 33.5%] [hig|pop=  72579] Who is the author of The Little Prince?
2026-05-17T03:13:34 [INFO    ] PopQA_v13:   [3411/10184 | 33.5%] [med|pop=    802] Who is the father of Ermengard of Italy?
2026-05-17T03:13:40 [INFO    ] PopQA_v13:   [3412/10184 | 33.5%] [hig|pop= 101218] Who was the producer of The Holiday?
2026-05-17T03:13:49 [INFO    ] PopQA_v13:   [3413/10184 | 33.5%] [hig|pop=1066107] What is the capital of United Kingdom?
2026-05-17T03:13:59 [INFO    ] PopQA_v13:   [3414/10184 | 33.5%] [low|pop=     55] What genre is Chaotic?
2026-05-17T03:14:06 [INFO    ] PopQA_v13:   [3415/10184 | 33.5%] [low|pop=     72] In what city was Endre Bálint born?
2026-05-17T03:14:13 [INFO    ] PopQA_v13:   [3416/10184 | 33.5%] [med|pop=    480] Who was the producer of September?
2026-05-17T03:14:20 [INFO    ] PopQA_v13:   [3417/10184 | 33.6%] [hig|pop=   3070] What genre is Ernie Watts?
2026-05-17T03:14:29 [INFO    ] PopQA_v13:   [3418/10184 | 33.6%] [low|pop=     77] What is Ernst Theodor Echtermeyer's occupation?
2026-05-17T03:14:33 [INFO    ] PopQA_v13:   [3419/10184 | 33.6%] [med|pop=    160] In what country is United Baptist Church?
2026-05-17T03:14:40 [INFO    ] PopQA_v13:   [3420/10184 | 33.6%] [low|pop=     44] In what city was Anne Brusletto born?
2026-05-17T03:14:47 [INFO    ] PopQA_v13:   [3421/10184 | 33.6%] [med|pop=    160] Who was the composer of Asli and Kerem?
2026-05-17T03:14:54 [INFO    ] PopQA_v13:   [3422/10184 | 33.6%] [hig|pop= 101162] What genre is Tool?
2026-05-17T03:15:03 [INFO    ] PopQA_v13:   [3423/10184 | 33.6%] [hig|pop=  13862] What is the religion of Grand Duchy of Finland?
2026-05-17T03:15:10 [INFO    ] PopQA_v13:   [3424/10184 | 33.6%] [med|pop=    145] Who was the director of Family Tree?
2026-05-17T03:15:15 [INFO    ] PopQA_v13:   [3425/10184 | 33.6%] [low|pop=     68] What is the religion of James MacManaway?
2026-05-17T03:15:20 [INFO    ] PopQA_v13:   [3426/10184 | 33.6%] [med|pop=    456] Who was the producer of Looking for a Home?
2026-05-17T03:15:27 [INFO    ] PopQA_v13:   [3427/10184 | 33.7%] [hig|pop=   1476] Who was the director of The Journey?
2026-05-17T03:15:32 [INFO    ] PopQA_v13:   [3428/10184 | 33.7%] [low|pop=     82] Who was the screenwriter for Goodbye?
2026-05-17T03:15:36 [INFO    ] PopQA_v13:   [3429/10184 | 33.7%] [low|pop=     60] Who is the author of Shame?
2026-05-17T03:15:40 [INFO    ] PopQA_v13:   [3430/10184 | 33.7%] [hig|pop=   2918] Who was the screenwriter for The End?
2026-05-17T03:15:45 [INFO    ] PopQA_v13:   [3431/10184 | 33.7%] [med|pop=    206] Who was the composer of Platinum?
2026-05-17T03:15:51 [INFO    ] PopQA_v13:   [3432/10184 | 33.7%] [hig|pop=   1590] What genre is In Their Skin?
2026-05-17T03:15:57 [INFO    ] PopQA_v13:   [3433/10184 | 33.7%] [med|pop=    407] Who was the composer of A Broadway Musical?
2026-05-17T03:16:06 [INFO    ] PopQA_v13:   [3434/10184 | 33.7%] [hig|pop= 294790] Who was the producer of Friends?
2026-05-17T03:16:17 [INFO    ] PopQA_v13:   [3435/10184 | 33.7%] [hig|pop=  26251] Who was the producer of Jab We Met?
2026-05-17T03:16:24 [INFO    ] PopQA_v13:   [3436/10184 | 33.7%] [hig|pop=   5958] Who was the producer of On the Town?
2026-05-17T03:16:32 [INFO    ] PopQA_v13:   [3437/10184 | 33.7%] [med|pop=    348] What genre is Hate?
2026-05-17T03:16:39 [INFO    ] PopQA_v13:   [3438/10184 | 33.8%] [med|pop=    836] What is the religion of Peter I?
2026-05-17T03:16:47 [INFO    ] PopQA_v13:   [3439/10184 | 33.8%] [hig|pop=   3966] Who is the mother of Andrew Schlafly?
2026-05-17T03:16:53 [INFO    ] PopQA_v13:   [3440/10184 | 33.8%] [med|pop=    827] Who was the composer of Love?
2026-05-17T03:16:59 [INFO    ] PopQA_v13:   [3441/10184 | 33.8%] [hig|pop=1291432] What is the religion of Elizabeth II?
2026-05-17T03:17:07 [INFO    ] PopQA_v13:   [3442/10184 | 33.8%] [hig|pop=   3737] What is the religion of Pir?
2026-05-17T03:17:13 [INFO    ] PopQA_v13:   [3443/10184 | 33.8%] [low|pop=     53] Who is the author of Neglected Aspects of Sufi Study?
2026-05-17T03:17:19 [INFO    ] PopQA_v13:   [3444/10184 | 33.8%] [low|pop=     79] Who is the author of New Keywords?
2026-05-17T03:17:21 [INFO    ] PopQA_v13:   [3445/10184 | 33.8%] [med|pop=    169] Who was the screenwriter for The New Country?
2026-05-17T03:17:28 [INFO    ] PopQA_v13:   [3446/10184 | 33.8%] [low|pop=     37] In what country is Kozići?
2026-05-17T03:17:33 [INFO    ] PopQA_v13:   [3447/10184 | 33.8%] [med|pop=    476] What sport does Carlaw Park play?
2026-05-17T03:17:42 [INFO    ] PopQA_v13:   [3448/10184 | 33.9%] [med|pop=    268] What genre is Territory Cops?
2026-05-17T03:17:48 [INFO    ] PopQA_v13:   [3449/10184 | 33.9%] [med|pop=    122] In what city was Vladimir Korotkov born?
2026-05-17T03:17:57 [INFO    ] PopQA_v13:   [3450/10184 | 33.9%] [low|pop=     62] Who is the author of Fire?
2026-05-17T03:18:05 [INFO    ] PopQA_v13:   [3451/10184 | 33.9%] [med|pop=    992] Who was the screenwriter for Days and Nights?
2026-05-17T03:18:13 [INFO    ] PopQA_v13:   [3452/10184 | 33.9%] [med|pop=    277] In what city was Lance Hooper born?
2026-05-17T03:18:19 [INFO    ] PopQA_v13:   [3453/10184 | 33.9%] [low|pop=     48] Who is the author of Saints of Big Harbour?
2026-05-17T03:18:25 [INFO    ] PopQA_v13:   [3454/10184 | 33.9%] [low|pop=     65] In what country is Sjösa?
2026-05-17T03:18:29 [INFO    ] PopQA_v13:   [3455/10184 | 33.9%] [hig|pop= 122060] What is Vienna the capital of?
2026-05-17T03:18:38 [INFO    ] PopQA_v13:   [3456/10184 | 33.9%] [med|pop=    169] What is Alexandre Bóveda's occupation?
2026-05-17T03:18:47 [INFO    ] PopQA_v13:   [3457/10184 | 33.9%] [hig|pop=   5214] Who was the screenwriter for Red Road?
2026-05-17T03:18:56 [INFO    ] PopQA_v13:   [3458/10184 | 34.0%] [hig|pop=  13069] Who was the screenwriter for Pizza?
2026-05-17T03:19:01 [INFO    ] PopQA_v13:   [3459/10184 | 34.0%] [med|pop=    385] Who was the screenwriter for Outside the Law?
2026-05-17T03:19:08 [INFO    ] PopQA_v13:   [3460/10184 | 34.0%] [hig|pop=  30229] Who was the screenwriter for Dennis the Menace?
2026-05-17T03:19:14 [INFO    ] PopQA_v13:   [3461/10184 | 34.0%] [med|pop=    165] What genre is Throw?
2026-05-17T03:19:21 [INFO    ] PopQA_v13:   [3462/10184 | 34.0%] [hig|pop=  23448] Who is the author of Company?
2026-05-17T03:19:25 [INFO    ] PopQA_v13:   [3463/10184 | 34.0%] [low|pop=     88] In what country is Blenheim?
2026-05-17T03:19:30 [INFO    ] PopQA_v13:   [3464/10184 | 34.0%] [med|pop=    121] Who was the director of Nice People?
2026-05-17T03:19:37 [INFO    ] PopQA_v13:   [3465/10184 | 34.0%] [hig|pop=   3357] Who is the mother of Patrick Villiers Farrow?
2026-05-17T03:19:42 [INFO    ] PopQA_v13:   [3466/10184 | 34.0%] [hig|pop=   2827] Who was the screenwriter for No Tears for the Dead?
2026-05-17T03:19:47 [INFO    ] PopQA_v13:   [3467/10184 | 34.0%] [low|pop=     99] Who is the author of The Bishop's Heir?
2026-05-17T03:19:53 [INFO    ] PopQA_v13:   [3468/10184 | 34.1%] [hig|pop=   2247] Who was the screenwriter for A Double Life?
2026-05-17T03:20:01 [INFO    ] PopQA_v13:   [3469/10184 | 34.1%] [low|pop=     66] In what country is Vera?
2026-05-17T03:20:05 [INFO    ] PopQA_v13:   [3470/10184 | 34.1%] [low|pop=     69] What sport does 1994 Swedish Open play?
2026-05-17T03:20:15 [INFO    ] PopQA_v13:   [3471/10184 | 34.1%] [hig|pop=   1170] What genre is Hamilton?
2026-05-17T03:20:22 [INFO    ] PopQA_v13:   [3472/10184 | 34.1%] [med|pop=    471] Who is the author of Romance?
2026-05-17T03:20:30 [INFO    ] PopQA_v13:   [3473/10184 | 34.1%] [hig|pop=  17049] What is the religion of Bilal ibn Ribah?
2026-05-17T03:20:36 [INFO    ] PopQA_v13:   [3474/10184 | 34.1%] [hig|pop=   1369] Who is the author of Midnight?
2026-05-17T03:20:41 [INFO    ] PopQA_v13:   [3475/10184 | 34.1%] [med|pop=    100] What sport does Ernő Noskó play?
2026-05-17T03:20:45 [INFO    ] PopQA_v13:   [3476/10184 | 34.1%] [med|pop=    202] Who was the director of The Unknown?
2026-05-17T03:20:50 [INFO    ] PopQA_v13:   [3477/10184 | 34.1%] [low|pop=     51] Who is the author of Bonaparte à Malte?
2026-05-17T03:20:58 [INFO    ] PopQA_v13:   [3478/10184 | 34.2%] [low|pop=     22] In what country is Chalhuacocha?
2026-05-17T03:21:09 [INFO    ] PopQA_v13:   [3479/10184 | 34.2%] [low|pop=     88] In what city was Juha Jokela born?
2026-05-17T03:21:14 [INFO    ] PopQA_v13:   [3480/10184 | 34.2%] [hig|pop=   2367] Who was the composer of Hero?
2026-05-17T03:21:22 [INFO    ] PopQA_v13:   [3481/10184 | 34.2%] [med|pop=    157] Who was the director of Small Town?
2026-05-17T03:21:27 [INFO    ] PopQA_v13:   [3482/10184 | 34.2%] [low|pop=     44] In what country is Al-Fajr Arabsalim?
2026-05-17T03:21:33 [INFO    ] PopQA_v13:   [3483/10184 | 34.2%] [hig|pop=   3008] Who was the producer of Friends?
2026-05-17T03:21:44 [INFO    ] PopQA_v13:   [3484/10184 | 34.2%] [low|pop=     65] In what city was Clarence Beck born?
2026-05-17T03:21:49 [INFO    ] PopQA_v13:   [3485/10184 | 34.2%] [hig|pop=   4505] Who was the producer of The Big C?
2026-05-17T03:21:56 [INFO    ] PopQA_v13:   [3486/10184 | 34.2%] [low|pop=     99] What is the capital of Sánchez Carrión Province?
2026-05-17T03:22:05 [INFO    ] PopQA_v13:   [3487/10184 | 34.2%] [low|pop=     77] What is Giuseppe Demachi's occupation?
2026-05-17T03:22:14 [INFO    ] PopQA_v13:   [3488/10184 | 34.2%] [hig|pop=   3157] Who was the composer of Lion?
2026-05-17T03:22:23 [INFO    ] PopQA_v13:   [3489/10184 | 34.3%] [med|pop=    446] What is Mariángel  Carolina Ruiz Diaz's occupation?
2026-05-17T03:22:27 [INFO    ] PopQA_v13:   [3490/10184 | 34.3%] [hig|pop=   2192] What is the capital of Cortland County?
2026-05-17T03:22:34 [INFO    ] PopQA_v13:   [3491/10184 | 34.3%] [low|pop=     53] In what country is Tad?
2026-05-17T03:22:38 [INFO    ] PopQA_v13:   [3492/10184 | 34.3%] [med|pop=    365] What is Rick Wilson's occupation?
2026-05-17T03:22:43 [INFO    ] PopQA_v13:   [3493/10184 | 34.3%] [low|pop=     93] In what city was Hansi Niese born?
2026-05-17T03:22:48 [INFO    ] PopQA_v13:   [3494/10184 | 34.3%] [med|pop=    153] What is Grace Frankland's occupation?
2026-05-17T03:22:53 [INFO    ] PopQA_v13:   [3495/10184 | 34.3%] [hig|pop=   2642] Who was the producer of Fear?
2026-05-17T03:23:02 [INFO    ] PopQA_v13:   [3496/10184 | 34.3%] [med|pop=    357] Who is the author of Daddy?
2026-05-17T03:23:05 [INFO    ] PopQA_v13:   [3497/10184 | 34.3%] [low|pop=     96] What genre is Heaven?
2026-05-17T03:23:14 [INFO    ] PopQA_v13:   [3498/10184 | 34.3%] [med|pop=    875] What is the capital of Worth County?
2026-05-17T03:23:20 [INFO    ] PopQA_v13:   [3499/10184 | 34.4%] [hig|pop=   1421] Who was the director of Job Fair?
2026-05-17T03:23:27 [INFO    ] PopQA_v13:   [3500/10184 | 34.4%] [med|pop=    105] What genre is Until I Met You?
2026-05-17T03:23:33 [INFO    ] PopQA_v13:   [3501/10184 | 34.4%] [hig|pop=   1219] Who was the director of Zarak?
2026-05-17T03:23:39 [INFO    ] PopQA_v13:   [3502/10184 | 34.4%] [hig|pop= 940772] What is Kanye West's occupation?
2026-05-17T03:23:49 [INFO    ] PopQA_v13:   [3503/10184 | 34.4%] [low|pop=     47] In what city was Lloyd Ultan born?
2026-05-17T03:23:54 [INFO    ] PopQA_v13:   [3504/10184 | 34.4%] [med|pop=    206] Who was the screenwriter for The Other?
2026-05-17T03:23:59 [INFO    ] PopQA_v13:   [3505/10184 | 34.4%] [hig|pop=  30431] Who was the composer of Paprika?
2026-05-17T03:24:06 [INFO    ] PopQA_v13:   [3506/10184 | 34.4%] [low|pop=     82] What sport does Turkish Seniors Open play?
2026-05-17T03:24:13 [INFO    ] PopQA_v13:   [3507/10184 | 34.4%] [med|pop=    215] Who was the screenwriter for Interesting?
2026-05-17T03:24:19 [INFO    ] PopQA_v13:   [3508/10184 | 34.4%] [med|pop=    235] Who was the director of Actor's and Sin?
2026-05-17T03:24:24 [INFO    ] PopQA_v13:   [3509/10184 | 34.5%] [hig|pop=   1002] What is Pragjyotishpura the capital of?
2026-05-17T03:24:33 [INFO    ] PopQA_v13:   [3510/10184 | 34.5%] [hig|pop=  18507] Who was the screenwriter for Confessions of a Dangerous
2026-05-17T03:24:42 [INFO    ] PopQA_v13:   [3511/10184 | 34.5%] [low|pop=     46] In what country is Biały Kościół, Lower Silesian Voivod
2026-05-17T03:24:48 [INFO    ] PopQA_v13:   [3512/10184 | 34.5%] [low|pop=     86] In what country is Toronto Northwest?
2026-05-17T03:24:56 [INFO    ] PopQA_v13:   [3513/10184 | 34.5%] [med|pop=    190] Who is the author of Ancestor?
2026-05-17T03:25:05 [INFO    ] PopQA_v13:   [3514/10184 | 34.5%] [med|pop=    533] Who was the screenwriter for Arsenal?
2026-05-17T03:25:11 [INFO    ] PopQA_v13:   [3515/10184 | 34.5%] [hig|pop=   1167] Who was the producer of Monster?
2026-05-17T03:25:18 [INFO    ] PopQA_v13:   [3516/10184 | 34.5%] [med|pop=    797] Who was the director of The Weekend?
2026-05-17T03:25:28 [INFO    ] PopQA_v13:   [3517/10184 | 34.5%] [hig|pop=  27659] Who was the producer of Back to Black?
2026-05-17T03:25:37 [INFO    ] PopQA_v13:   [3518/10184 | 34.5%] [hig|pop=  18078] What genre is 8mm?
2026-05-17T03:25:46 [INFO    ] PopQA_v13:   [3519/10184 | 34.6%] [hig|pop=  95357] What is Karachi the capital of?
